,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1026,Its Cuffing Season,Its Cuffing Season,Dj Rehan,2023-01-17,171441,51,0.656,0.00957,0.412,0.151,0.327,-11.483,0.277,70.201,3
1027,Normal Girl,Ctrl,SZA,2017-06-09,253586,76,0.624,0.269,0.532,5.17e-05,0.158,-7.146,0.124,76.453,4
1028,Drew Barrymore,Ctrl,SZA,2017-06-09,231400,75,0.577,0.491,0.523,0.0,0.147,-5.538,0.0429,134.93,4
1029,Big Boy (Sped Up) - Remix,Big Boy (Sped Up) [Remix],Xanemusic,2023-04-18,144289,60,0.775,0.0515,0.313,5.48e-05,0.574,-18.709,0.247,101.958,4
1030,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-09,208866,80,0.762,0.235,0.701,0.000158,0.123,-3.541,0.0286,110.968,4
1031,Shirt,Shirt,SZA,2022-10-28,181830,75,0.824,0.146,0.453,0.0273,0.0896,-9.604,0.0968,119.959,4
1032,Snooze,SOS,SZA,2022-12-08,201800,58,0.538,0.129,0.541,0.0,0.115,-7.169,0.102,142.887,4
1033,Special (feat. SZA),Special (feat. SZA),Lizzo,2023-02-09,174748,76,0.464,0.0188,0.724,0.0,0.679,-5.019,0.0705,82.526,4
1034,Open Arms (feat. Travis Scott),SOS,SZA,2022-12-08,239613,75,0.434,0.753,0.586,0.0144,0.146,-7.612,0.138,78.259,4
1035,What Lovers Do (feat. SZA),Red Pill Blues (Deluxe),Maroon 5,2018-06-15,199849,68,0.799,0.0788,0.597,5.66e-06,0.1,-5.131,0.0611,110.001,4
1036,Miles,Ctrl (Deluxe),SZA,2022-06-09,69728,66,0.64,0.965,0.356,0.000214,0.109,-11.563,0.0612,122.531,5
1037,Supermodel,Ctrl,SZA,2017-06-09,181120,74,0.613,0.651,0.442,0.0,0.26,-8.874,0.288,119.737,5
1038,SOS,SOS,SZA,2022-12-09,117773,74,0.507,0.669,0.657,6.97e-06,0.0947,-7.356,0.233,119.159,1
1039,Used (feat. Don Toliver),SOS,SZA,2022-12-09,146950,75,0.734,0.532,0.689,8.47e-05,0.322,-6.454,0.0871,149.579,4
1040,SOS,SOS,SZA,2022-12-08,117773,46,0.438,0.687,0.646,4.67e-05,0.105,-7.504,0.314,78.748,4
1041,F2F,SOS,SZA,2022-12-09,185040,74,0.533,0.089,0.74,2.95e-06,0.337,-5.767,0.0359,89.934,4
1042,Notice Me,SOS,SZA,2022-12-09,160920,73,0.724,0.275,0.68,9.91e-05,0.11,-6.822,0.117,159.919,4
1043,Garden (Say It Like Dat),Ctrl,SZA,2017-06-09,208400,72,0.73,0.0705,0.457,0.0,0.124,-7.26,0.283,111.352,4
1044,Gone Girl,SOS,SZA,2022-12-09,244026,73,0.428,0.57,0.439,0.0,0.153,-7.674,0.0591,150.007,4
1045,Smoking on my Ex Pack,SOS,SZA,2022-12-09,83826,73,0.466,0.241,0.676,0.00318,0.224,-8.097,0.38,81.227,4
1046,Hit Different,Hit Different,SZA,2020-09-04,202007,72,0.679,0.199,0.516,0.0,0.0965,-6.371,0.0452,120.074,4
1047,The Weekend - Funk Wav Remix,The Weekend (Funk Wav Remix),SZA,2017-12-15,171805,75,0.775,0.495,0.573,0.0,0.126,-4.933,0.0585,101.925,4
1048,Low,SOS,SZA,2022-12-08,181080,54,0.721,0.401,0.592,0.00407,0.129,-7.218,0.0573,145.005,4
1049,Good Days,SOS,SZA,2022-12-08,278480,47,0.489,0.421,0.659,3.21e-05,0.787,-8.884,0.057,121.179,4
1050,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,90,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,115.284,4
1051,Better,Suncity,Khalid,2018-10-18,229320,80,0.596,0.0765,0.552,0.334,0.104,-10.278,0.097,97.949,4
1052,Location,American Teen,Khalid,2017-04-27,219080,79,0.736,0.33,0.449,0.000162,0.0898,-11.462,0.425,80.126,4
1053,Young Dumb & Broke,American Teen,Khalid,2017-04-27,202546,82,0.799,0.199,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,4
1054,Coaster,American Teen,Khalid,2017-04-27,199120,72,0.441,0.935,0.219,0.0,0.115,-14.586,0.0419,94.021,4
1055,Numb,Numb,Marshmello,2022-06-10,155588,84,0.912,0.121,0.774,0.0127,0.101,-4.673,0.0455,119.966,4
1056,Love Lies (with Normani),Love Lies (with Normani),Khalid,2018-02-14,201707,75,0.708,0.0956,0.648,0.0,0.134,-5.626,0.0449,143.955,4
1057,Scenic Drive (feat. Ari Lennox & Smino),Scenic Drive (The Tape),Khalid,2021-12-03,249773,62,0.367,0.0258,0.552,0.000217,0.154,-9.109,0.0504,93.467,5
1058,Talk,Talk,Khalid,2019-02-07,197487,69,0.9,0.0501,0.4,0.0,0.0876,-8.443,0.124,136.001,4
1059,Present,Scenic Drive (The Tape),Khalid,2021-12-03,156040,62,0.681,0.00206,0.525,0.0,0.228,-8.349,0.0337,88.013,4
1060,8TEEN,American Teen,Khalid,2017-04-27,228600,78,0.83,0.225,0.585,0.00209,0.0576,-5.802,0.0366,105.03,4
1061,OTW,OTW,Khalid,2018-04-20,263013,74,0.652,0.183,0.678,3.26e-05,0.106,-6.183,0.0541,72.989,4
1062,Right Back (feat. A Boogie Wit Da Hoodie),Right Back (feat. A Boogie Wit Da Hoodie),Khalid,2019-08-13,254999,61,0.786,0.0933,0.428,1.1e-06,0.156,-10.011,0.31,97.001,4
1063,Silence,Silence,Marshmello,2017-08-11,180822,82,0.52,0.256,0.761,4.96e-06,0.17,-3.093,0.0853,141.971,4
1064,Saturday Nights,Suncity,Khalid,2018-10-18,210666,71,0.551,0.606,0.44,3.02e-05,0.11,-8.559,0.0985,167.923,4
1065,Be The One (with Khalid),Be The One (with Khalid),Bree Runway,2023-04-20,200814,75,0.724,0.193,0.617,0.0,0.178,-5.999,0.0313,111.956,4
1066,Eleven (feat. Summer Walker),Eleven (feat. Summer Walker),Khalid,2020-05-01,206080,69,0.679,0.133,0.408,0.00455,0.23,-9.754,0.0882,129.079,4
1067,Talk (feat. Disclosure),Free Spirit,Khalid,2019-04-05,197573,72,0.9,0.0516,0.4,0.0,0.0599,-8.575,0.127,135.984,4
1068,We Go Down Together (with Khalid),We Go Down Together (with Khalid),Dove Cameron,2023-02-10,184963,75,0.494,0.652,0.348,1.07e-05,0.0859,-9.791,0.03,104.923,3
1069,Better,Free Spirit,Khalid,2019-04-05,229400,59,0.692,0.0503,0.552,0.165,0.136,-9.543,0.0497,98.028,4
1070,Saved,American Teen,Khalid,2017-04-27,206533,69,0.739,0.189,0.448,0.0,0.118,-10.28,0.138,81.044,4
1071,Skyline,Skyline,Khalid,2022-04-28,182895,72,0.733,0.0179,0.653,0.0218,0.184,-6.094,0.0391,119.996,5
1072,Backseat,Scenic Drive (The Tape),Khalid,2021-12-03,174946,60,0.732,0.0223,0.576,0.0062,0.175,-7.454,0.0392,134.045,4
1073,Beautiful People (feat. Khalid),No.6 Collaborations Project,Ed Sheeran,2019-07-12,197866,76,0.64,0.124,0.647,0.0,0.0801,-8.114,0.186,92.979,4
1074,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,2018-07-12,173799,78,0.56,0.555,0.68,0.0,0.116,-7.648,0.321,89.391,4
1075,Outta My Head (with John Mayer),Free Spirit,Khalid,2019-04-05,177066,68,0.729,0.0174,0.545,0.000274,0.369,-7.818,0.0316,103.012,4
1076,Favorite Song (with Khalid) [Remix],Favorite Song (with Khalid) [Remix],Toosii,2023-05-05,223702,71,0.789,0.314,0.393,0.0,0.103,-7.836,0.0403,116.015,4
1077,Satellite,Satellite,Khalid,2022-09-23,186514,69,0.741,0.0279,0.73,0.000264,0.0851,-7.07,0.0349,124.001,4
1078,Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),Ed Sheeran,2019-06-28,197866,75,0.64,0.124,0.648,0.0,0.0802,-8.113,0.187,92.977,4
1079,American Teen,American Teen,Khalid,2017-04-27,250746,68,0.658,0.0683,0.623,0.0,0.321,-6.934,0.0398,100.436,4
1080,Eleven,Eleven,Khalid,2020-01-09,206360,64,0.701,0.112,0.396,0.0209,0.223,-10.182,0.119,129.004,4
1081,The Hard Way,The Hard Way,PNAU,2023-03-10,183925,74,0.691,0.072,0.906,0.0,0.299,-4.458,0.171,119.978,4
1082,Right Back,Free Spirit,Khalid,2019-04-05,215226,62,0.788,0.0659,0.427,3.63e-05,0.171,-9.918,0.308,97.03,4
1083,Softest Touch,Softest Touch,Khalid,2023-03-31,164282,72,0.809,0.0659,0.631,0.00142,0.134,-7.099,0.0423,107.05,4
1084,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX","Homemade Dynamite (Feat. Khalid, Post Malone & SZA) [REMIX]",Lorde,2017-09-14,214254,70,0.781,0.229,0.548,0.0,0.127,-4.997,0.0764,106.996,4
1085,Ocean (feat. Khalid),Ocean (feat. Khalid),Martin Garrix,2018-06-15,216419,70,0.506,0.584,0.693,9.58e-05,0.0891,-7.265,0.0412,139.912,4
1086,Vertigo,Suncity,Khalid,2018-10-19,270413,57,0.487,0.552,0.458,0.0257,0.117,-7.761,0.0371,115.989,4
1087,Know Your Worth,Know Your Worth,Khalid,2020-02-04,181436,70,0.79,0.145,0.694,0.00252,0.281,-7.726,0.0708,103.007,4
1088,Eastside (with Halsey & Khalid),FRIENDS KEEP SECRETS,benny blanco,2018-12-07,170769,81,0.632,0.549,0.686,0.0,0.2,-7.665,0.243,89.949,4
1089,Angels,American Teen,Khalid,2017-04-27,170680,59,0.472,0.959,0.265,0.000499,0.1,-10.059,0.0356,111.558,4
1090,Motion,Suncity,Khalid,2018-10-19,235880,59,0.554,0.0982,0.61,0.0812,0.561,-7.229,0.0804,80.948,4
1091,Last Call,Last Call,Khalid,2022-03-03,191375,67,0.553,0.0254,0.727,0.0113,0.107,-6.905,0.0348,173.972,4
1092,Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,2020-07-10,191406,73,0.727,0.0469,0.626,2.58e-05,0.126,-8.415,0.0726,86.97,4
1093,Youth (feat. Khalid),Shawn Mendes,Shawn Mendes,2018-05-25,190866,66,0.534,0.56,0.596,0.0,0.133,-6.653,0.117,100.121,4
1094,Voicemail (feat. Kiana Ledé),Scenic Drive (The Tape),Khalid,2021-12-03,247426,55,0.58,0.136,0.541,0.000119,0.349,-9.003,0.0397,136.756,4
1095,Floating (feat. Khalid),The Color Of You,Alina Baraz,2018-04-06,174489,69,0.66,0.81,0.447,2.15e-06,0.11,-9.026,0.0482,84.95,4
1096,Open (feat. Majid Jordan),Scenic Drive (The Tape),Khalid,2021-12-03,227946,59,0.691,0.0499,0.501,0.00011,0.131,-9.089,0.045,126.93,4
1097,Electric (feat. Khalid),The Color Of You,Alina Baraz,2018-04-06,246327,68,0.599,0.738,0.396,2.19e-05,0.102,-10.489,0.0392,111.072,4
1098,Rollin (feat. Future & Khalid),Funk Wav Bounces Vol.1,Calvin Harris,2017-06-30,272653,65,0.753,0.446,0.76,3.13e-05,0.182,-4.518,0.0859,91.953,4
1099,Saturday Nights,Free Spirit,Khalid,2019-04-05,211626,63,0.574,0.634,0.37,9.4e-05,0.0986,-10.803,0.0841,83.162,4
1100,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,2022-09-22,156943,91,0.714,0.013,0.472,4.51e-06,0.266,-7.375,0.0864,131.121,4
1101,Stay With Me,In The Lonely Hour,Sam Smith,2014-05-26,172723,85,0.418,0.588,0.42,6.39e-05,0.11,-6.444,0.0414,84.094,4
1102,I'm Not The Only One,In The Lonely Hour,Sam Smith,2014-05-26,239316,87,0.677,0.529,0.485,2.04e-05,0.0766,-5.795,0.0361,82.001,4
1103,Unholy (feat. Kim Petras),Gloria,Sam Smith,2023-01-27,156943,85,0.712,0.011,0.463,2.96e-06,0.301,-7.399,0.0797,131.199,4
1104,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,201000,86,0.681,0.64,0.372,0.0,0.169,-8.237,0.0432,91.873,4
1105,Lay Me Down,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,2015-11-06,219535,73,0.468,0.919,0.19,0.0,0.107,-11.138,0.0373,125.319,4
1106,Like I Can,In The Lonely Hour,Sam Smith,2014-05-26,167065,81,0.656,0.343,0.627,2.17e-05,0.124,-6.627,0.0379,99.933,4
1107,Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith,2019-01-11,171029,76,0.741,0.45,0.52,1.97e-06,0.222,-7.513,0.0656,102.998,4
1108,Dancing With A Stranger (with Normani),Love Goes,Sam Smith,2020-10-30,171029,77,0.741,0.447,0.52,1.97e-06,0.222,-7.513,0.0656,102.998,4
1109,I'm Not Here To Make Friends,Gloria,Sam Smith,2023-01-27,229604,81,0.698,0.172,0.895,1.45e-05,0.409,-4.439,0.0628,114.914,4
1110,Lay Me Down,In The Lonely Hour,Sam Smith,2014-05-26,253208,70,0.417,0.773,0.332,1.95e-05,0.109,-9.482,0.0494,119.156,4
1111,Latch,Settle (Deluxe),Disclosure,2013-06-03,255866,73,0.729,0.0178,0.735,0.000193,0.089,-5.455,0.0919,121.986,4
1112,"Writing's On The Wall - From ""Spectre"" Soundtrack",Writing's On The Wall,Sam Smith,2015-09-25,278987,67,0.261,0.769,0.302,2.57e-06,0.0863,-8.19,0.0339,81.418,3
1113,Fire On Fire,Love Goes,Sam Smith,2020-10-30,246735,78,0.584,0.476,0.408,0.0,0.18,-7.356,0.0461,115.129,4
1114,How Do You Sleep?,How Do You Sleep?,Sam Smith,2019-07-19,202204,73,0.477,0.153,0.682,0.0,0.0763,-4.931,0.0925,110.567,5
1115,To Die For,Låtar att gråta till,Various Artists,2023-05-23,193746,1,0.485,0.849,0.362,4.13e-06,0.0986,-7.889,0.0889,171.374,4
1116,Diamonds,Diamonds,Sam Smith,2020-09-17,213869,68,0.653,0.154,0.667,0.0,0.107,-6.764,0.0423,104.181,4
1117,Love Me More - Acoustic,Låtar att gråta till,Various Artists,2023-05-23,202160,0,0.371,0.921,0.336,0.0,0.107,-8.133,0.0446,72.491,3
1118,Diamonds,Love Goes,Sam Smith,2020-10-30,213869,67,0.637,0.161,0.666,0.0,0.108,-6.773,0.0494,104.02,4
1119,How Do You Sleep?,Love Goes,Sam Smith,2020-10-30,202204,70,0.561,0.154,0.685,0.0,0.077,-4.891,0.0835,165.944,4
1120,Dancing With A Stranger,Timeless R&B Hits,Various Artists,2023-05-26,171029,0,0.741,0.447,0.52,1.97e-06,0.222,-7.513,0.0656,102.998,4
1121,Love Me More,Love Me More,Sam Smith,2022-04-28,190658,71,0.791,0.302,0.439,1.85e-05,0.126,-5.62,0.0645,85.004,4
1122,Money On My Mind,Timeless R&B Hits,Various Artists,2023-05-26,192670,0,0.67,0.204,0.841,0.000294,0.229,-5.217,0.18,133.918,4
1123,Dancing With A Stranger,Brunch & Pop,Various Artists,2023-05-26,171029,0,0.741,0.447,0.52,1.97e-06,0.222,-7.513,0.0656,102.998,4
1124,Promises (with Sam Smith),Promises (with Sam Smith),Calvin Harris,2018-08-17,213309,78,0.781,0.0119,0.768,4.91e-06,0.325,-5.991,0.0394,123.07,4
1125,Gimme,Pride Hits 2023,Various Artists,2023-05-26,172113,0,0.753,0.117,0.457,0.00297,0.113,-8.029,0.0534,104.985,4
1126,Love Me More,Gloria,Sam Smith,2023-01-27,203134,67,0.783,0.447,0.404,1.84e-05,0.176,-6.39,0.0722,85.004,4
1127,Unholy,Brunch & Pop,Various Artists,2023-05-26,156943,0,0.719,0.0138,0.454,4.83e-06,0.318,-7.384,0.0707,131.007,4
1128,I Feel Love,I Feel Love,Sam Smith,2019-11-01,254453,64,0.719,0.00645,0.708,0.201,0.064,-7.418,0.0417,126.015,4
1129,Gimme (feat. Koffee & Jessie Reyez),Gloria,Sam Smith,2023-01-27,169973,67,0.682,0.0995,0.446,0.00172,0.431,-8.152,0.0596,104.855,4
1130,Unholy,Pride Hits 2023,Various Artists,2023-05-26,156943,0,0.719,0.0138,0.454,4.83e-06,0.318,-7.384,0.0707,131.007,4
1131,I Feel Love,Queer Dance Party 2023,Various Artists,2023-05-27,254453,0,0.719,0.00643,0.707,0.201,0.064,-7.418,0.0417,126.015,4
1132,La La La,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,2015-11-06,220152,53,0.774,0.0787,0.587,2.7e-06,0.105,-6.498,0.032,125.065,4
1133,Pray,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,221595,66,0.535,0.282,0.382,1.14e-05,0.0865,-9.465,0.0426,87.801,3
1134,Lose You - Felix Jaehn Remix,Pride Hits 2023,Various Artists,2023-05-26,156404,0,0.59,0.18,0.71,0.0,0.769,-7.651,0.249,139.988,4
1135,Not In That Way,In The Lonely Hour,Sam Smith,2014-05-26,172452,61,0.476,0.939,0.152,0.0,0.126,-12.457,0.0369,71.395,4
1136,Lose You - Felix Jaehn Remix,Queer Dance Party 2023,Various Artists,2023-05-27,156404,0,0.59,0.18,0.71,0.0,0.769,-7.651,0.249,139.988,4
1137,Who We Love (feat. Ed Sheeran),Gloria,Sam Smith,2023-01-27,162390,74,0.568,0.858,0.289,0.0,0.0943,-8.973,0.0395,140.122,4
1138,Unholy (feat. Kim Petras) - Disclosure Remix,Unholy (feat. Kim Petras) [Disclosure Remix],Sam Smith,2022-10-14,234411,65,0.736,0.00476,0.783,0.0055,0.343,-6.765,0.0504,127.998,4
1139,Who We Love,Pride Hits 2023,Various Artists,2023-05-26,162390,0,0.557,0.848,0.303,0.0,0.0965,-9.099,0.0443,139.709,4
1140,Unholy (feat. Kim Petras) - Dxrk ダークRemix,Unholy (feat. Kim Petras) [Dxrk ダークRemix],Sam Smith,2022-11-21,129642,39,0.643,0.0889,0.978,0.511,0.35,-0.582,0.0476,128.041,4
1141,To Die For,To Die For,Sam Smith,2020-02-14,193795,68,0.483,0.832,0.361,4.66e-06,0.098,-7.889,0.0738,171.649,4
1142,Love Me More,Pride Hits 2023,Various Artists,2023-05-26,203134,0,0.782,0.493,0.392,4.54e-05,0.143,-6.273,0.0779,85.013,4
1143,Gimme (feat. Koffee & Jessie Reyez),Gimme (feat. Koffee & Jessie Reyez),Sam Smith,2023-01-11,172113,61,0.76,0.127,0.457,0.000703,0.13,-8.075,0.0533,104.972,4
1144,Gimme,Queer Dance Party 2023,Various Artists,2023-05-27,172113,0,0.753,0.117,0.457,0.00297,0.113,-8.029,0.0534,104.985,4
1145,How Will I Know,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,2015-11-06,232234,65,0.426,0.945,0.132,0.0,0.0809,-12.346,0.0787,85.039,4
1146,Kissing You,Gloria (Special Edition),Sam Smith,2023-04-12,295266,61,0.168,0.945,0.225,0.0983,0.106,-14.452,0.0335,84.136,4
1147,Dancing With A Stranger,Queer Dance Party 2023,Various Artists,2023-05-27,171029,0,0.741,0.447,0.52,1.97e-06,0.222,-7.513,0.0656,102.998,4
1148,Leave Your Lover,In The Lonely Hour,Sam Smith,2014-05-26,188377,61,0.415,0.948,0.264,6.31e-06,0.106,-8.741,0.0475,92.879,5
1149,Lay Me Down - Single Version,Lay Me Down,Sam Smith,2015-02-22,219045,52,0.459,0.916,0.179,0.0,0.121,-10.931,0.038,127.867,4
1150,Lizzo,Lizzo,Moone Walker,2022-08-25,163586,60,0.951,0.418,0.462,0.0,0.148,-10.374,0.244,120.003,4
1151,About Damn Time,About Damn Time,Lizzo,2022-04-14,191822,82,0.836,0.0995,0.743,0.0,0.335,-6.305,0.0656,108.966,4
1152,Truth Hurts,Cuz I Love You (Super Deluxe),Lizzo,2019-04-19,173325,77,0.715,0.11,0.624,0.0,0.123,-3.046,0.114,158.087,4
1153,Lizzo Remix,Lizzo Remix,Moone Walker,2022-11-18,176792,59,0.933,0.215,0.549,0.0,0.097,-8.558,0.328,119.987,4
1154,Good as Hell,Cuz I Love You (Super Deluxe),Lizzo,2019-04-17,159735,76,0.682,0.256,0.919,0.0,0.442,-3.18,0.0875,95.982,4
1155,About Damn Time,Special,Lizzo,2022-07-15,191937,80,0.836,0.0974,0.743,0.0,0.335,-6.305,0.0653,108.965,4
1156,Juice,Cuz I Love You,Lizzo,2019-04-19,195144,75,0.767,0.00611,0.889,0.0,0.402,-2.988,0.0963,119.93,4
1157,Special (feat. SZA),Special (feat. SZA),Lizzo,2023-02-09,174748,76,0.464,0.0188,0.724,0.0,0.679,-5.019,0.0705,82.526,4
1158,About Damn Time,Special,Lizzo,2022-07-14,191937,61,0.835,0.101,0.747,0.0,0.355,-6.328,0.0622,108.974,4
1159,2 Be Loved (Am I Ready),Special,Lizzo,2022-07-15,187107,81,0.721,0.0922,0.769,0.0,0.0817,-4.111,0.105,155.932,4
1160,2 Be Loved (Am I Ready),Special,Lizzo,2022-07-14,187107,77,0.721,0.0922,0.769,0.0,0.0817,-4.111,0.105,155.932,4
1161,Truth Hurts,Cuz I Love You (Super Deluxe),Lizzo,2019-04-17,173306,48,0.713,0.111,0.626,0.0,0.126,-2.891,0.124,158.08,4
1162,Rumors (feat. Cardi B),Rumors (feat. Cardi B),Lizzo,2021-08-13,172832,70,0.827,0.13,0.731,0.0,0.418,-5.524,0.088,118.992,4
1163,Boys,Cuz I Love You (Super Deluxe),Lizzo,2019-04-17,172630,67,0.892,0.00319,0.588,0.000162,0.0498,-4.287,0.11,120.042,4
1164,The Sign,Special,Lizzo,2022-07-15,165689,67,0.705,0.242,0.93,0.0,0.156,-3.388,0.0932,78.971,4
1165,Cuz I Love You,Cuz I Love You,Lizzo,2019-04-19,179978,63,0.566,0.0156,0.66,0.0,0.234,-4.039,0.0479,162.159,3
1166,Special,Special,Lizzo,2022-07-15,174398,67,0.517,0.0164,0.707,0.0,0.453,-5.474,0.0693,82.859,4
1167,Juice,Cuz I Love You,Lizzo,2019-04-18,194935,43,0.766,0.00666,0.885,0.0,0.348,-3.001,0.102,119.908,4
1168,About Damn Time - Purple Disco Machine Remix,About Damn Time (Purple Disco Machine Remix),Lizzo,2022-05-18,218476,68,0.8,0.0531,0.771,0.0,0.229,-6.638,0.123,118.991,4
1169,Special,Special,Lizzo,2022-07-14,174398,45,0.482,0.0164,0.702,0.0,0.505,-5.355,0.0918,82.147,4
1170,Lizzo Shemix,Lizzo Shemix,cupcakKe,2023-04-07,139040,46,0.866,0.246,0.537,0.0,0.199,-7.802,0.353,127.955,4
1171,Tempo (feat. Missy Elliott),Cuz I Love You,Lizzo,2019-04-19,175342,65,0.833,0.0573,0.722,1.14e-05,0.358,-5.563,0.136,107.019,4
1172,Juice,Músicas Para Treino,Various Artists,2023-05-19,195144,1,0.767,0.00611,0.889,0.0,0.402,-2.988,0.0969,119.92,4
1173,Boys,Cuz I Love You (Super Deluxe),Lizzo,2019-04-19,172630,47,0.891,0.00317,0.587,0.000154,0.0487,-4.281,0.115,120.029,4
1174,Juice,Músicas Para Treinar,Various Artists,2023-05-19,195144,1,0.767,0.00611,0.889,0.0,0.402,-2.988,0.0969,119.92,4
1175,Good as Hell (feat. Ariana Grande) - Remix,Good as Hell (feat. Ariana Grande) [Remix],Lizzo,2016,159011,65,0.668,0.298,0.892,0.0,0.735,-3.001,0.0645,95.927,4
1176,Special,Top Pop Global Hits Internacionais,Various Artists,2023-05-19,174748,1,0.464,0.0188,0.724,0.0,0.679,-5.019,0.0705,82.526,4
1177,About Damn Time,Długi Weekend,Various Artists,2023-05-19,191822,1,0.836,0.0995,0.743,0.0,0.335,-6.305,0.0656,108.966,4
1178,Birthday Girl,Special,Lizzo,2022-07-15,187544,59,0.773,0.0506,0.66,0.0,0.0416,-4.111,0.0576,115.02,4
1179,Juice,GIRL POWER,Various Artists,2023-05-19,195144,1,0.767,0.00611,0.889,0.0,0.402,-2.988,0.0969,119.92,4
1180,Good as Hell,Coconut Oil,Lizzo,2016-10-07,159735,42,0.682,0.256,0.919,0.0,0.443,-3.18,0.0874,95.983,4
1181,Special,they don't love it - top hits,Various Artists,2023-05-18,174748,0,0.464,0.0188,0.724,0.0,0.679,-5.019,0.0705,82.526,4
1182,Grrrls,Grrrls,Lizzo,2022-06-10,121112,53,0.889,0.0313,0.449,0.0,0.0581,-7.63,0.293,137.941,4
1183,Karaoke (feat. Lizzo),3rd Ward Bounce,Big Freedia,2018-06-01,185890,53,0.736,0.0358,0.967,0.0,0.398,-1.284,0.126,103.937,4
1184,Lizzzo G-Mix,Lizzzo G-Mix,Moone Walker,2023-03-24,144040,56,0.897,0.162,0.522,0.0,0.0776,-8.821,0.286,119.968,4
1185,Blame It on Your Love (feat. Lizzo),Blame It on Your Love,Charli XCX,2019-05-15,191113,55,0.716,0.0249,0.757,0.0,0.286,-2.666,0.0487,100.007,4
1186,Good as Hell (feat. Ariana Grande),Cuz I Love You (Super Deluxe),Lizzo,2019-04-17,159011,65,0.668,0.298,0.892,0.0,0.735,-3.001,0.0645,95.927,4
1187,Lizzo,Cold with the Roc,MR. BLACKBURN,2022-08-12,163468,19,0.893,0.118,0.28,0.0,0.0849,-20.985,0.292,120.022,4
1188,Lizzo (WestCoast Remix),Lizzo (WestCoast Remix),ELDAHRADO,2023-02-17,153018,25,0.851,0.303,0.392,0.0,0.115,-12.781,0.212,119.967,4
1189,Lizzo,Lizzo,Moschino Jones,2021-12-31,196928,20,0.834,0.00829,0.678,0.0,0.179,-10.727,0.295,140.057,4
1190,Better in Color,Cuz I Love You (Super Deluxe),Lizzo,2019-04-17,133058,56,0.702,0.0353,0.928,3.02e-06,0.192,-2.039,0.199,129.894,4
1191,"Torn Apart, Pt II (Bastille Vs. GRADES Vs. Lizzo)","VS. (Other People’s Heartache, Pt. III)",Bastille,2014-12-01,61796,48,0.598,0.106,0.743,1.65e-06,0.107,-7.492,0.14,127.0,4
1192,A Change Is Gonna Come (feat. Lizzo) - Live at SXSW 2013,Spotify Sessions (Live at SXSW 2014),St. Paul & The Broken Bones,2014-07-08,316510,46,0.322,0.156,0.719,0.00695,0.668,-4.641,0.0591,148.308,3
1193,Lizzo,Lizzo,Moone Walker,2022-08-24,149813,41,0.943,0.382,0.558,0.0,0.122,-7.848,0.257,119.984,4
1194,New Eyes (feat. Lizzo),New Eyes,Clean Bandit,2014-06-02,226442,38,0.687,0.0687,0.613,0.0,0.177,-8.105,0.0622,140.074,4
1195,Water Me,Cuz I Love You (Super Deluxe),Lizzo,2019-04-17,185594,60,0.67,0.0292,0.966,0.0,0.185,-1.994,0.177,113.046,4
1196,Grrrls,Special,Lizzo,2022-07-15,121112,65,0.889,0.0313,0.449,0.0,0.0581,-7.63,0.293,137.941,4
1197,Soulmate,Cuz I Love You,Lizzo,2019-04-19,175234,62,0.693,0.00466,0.849,0.00127,0.503,-4.517,0.0892,99.021,4
1198,I Love You Bitch,Special,Lizzo,2022-07-15,148490,62,0.795,0.166,0.588,0.0,0.169,-4.266,0.0396,120.035,4
1199,Like a Girl,Cuz I Love You,Lizzo,2019-04-19,184857,64,0.694,0.0167,0.807,0.0,0.547,-3.183,0.0888,144.031,4
1200,Shivers,=,Ed Sheeran,2021-10-29,207853,88,0.788,0.281,0.859,0.0,0.0424,-2.724,0.0856,141.02,4
1201,Thinking out Loud,x (Deluxe Edition),Ed Sheeran,2014-06-21,281560,85,0.781,0.474,0.445,0.0,0.184,-6.061,0.0295,78.998,4
1202,Eyes Closed,Eyes Closed,Ed Sheeran,2023-03-24,194848,89,0.777,0.302,0.526,0.0,0.105,-6.221,0.0645,107.071,4
1203,Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,263400,90,0.599,0.163,0.448,0.0,0.106,-6.312,0.0232,95.05,3
