,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
514,Girlfriend,Celebrity,*NSYNC,2001-07-24,253600,52,0.748,0.0857,0.809,1.48e-05,0.0282,-5.213,0.0904,93.963,4
515,(God Must Have Spent) A Little More Time On You,'N Sync,*NSYNC,1997-05-26,282960,43,0.6,0.441,0.544,0.0,0.255,-8.863,0.0358,83.992,4
516,I Want You Back - Radio Edit,'N Sync,*NSYNC,1997-05-26,202106,50,0.758,0.0503,0.93,0.000226,0.325,-3.22,0.0425,112.042,4
517,Thinking of You (I Drive Myself Crazy),'N Sync,*NSYNC,1997-05-26,239733,42,0.495,0.0184,0.704,0.0,0.19,-5.26,0.0331,174.056,4
518,(God Must Have Spent) A Little More Time On You - Remix,'N Sync UK Version,*NSYNC,1997,241493,54,0.375,0.449,0.527,0.0,0.305,-8.422,0.0507,167.242,4
519,"Space Cowboy (Yippie-Yi-Yay) (feat. Lisa ""Left Eye"" Lopes)",No Strings Attached,*NSYNC,2000-03-21,262000,43,0.707,0.0121,0.979,0.00137,0.716,-3.207,0.0718,113.963,4
520,"Merry Christmas, Happy Holidays",Merry and Bright: A Christmas Playlist,Various Artists,2023-05-16,252844,0,0.647,0.0751,0.86,0.0,0.888,-8.199,0.0419,105.016,4
521,Girlfriend (feat. Nelly) - The Neptunes Remix,Greatest Hits,*NSYNC,2005-10-25,284466,45,0.788,0.141,0.882,0.0,0.0633,-4.173,0.223,93.993,4
522,All I Want Is You (This Christmas),All I Want for Christmas Is You: Holiday Songs,Various Artists,2023-05-16,223440,0,0.589,0.145,0.823,0.000226,0.381,-5.847,0.0257,95.018,4
523,All I Want Is You (This Christmas),Holiday Hits 2023,Various Artists,2023-05-16,223440,0,0.589,0.145,0.823,0.000226,0.381,-5.847,0.0257,95.018,4
524,Home for Christmas,All I Want for Christmas Is You: Holiday Songs,Various Artists,2023-05-16,269426,0,0.6,0.425,0.684,0.0,0.124,-6.775,0.0376,80.904,4
525,I Want You Back - Radio Edit,Greatest Hits,*NSYNC,2005-10-25,199786,44,0.753,0.0743,0.946,0.000369,0.401,-2.149,0.0402,112.041,4
526,O Holy Night - A Cappella,Top Christmas Songs,Various Artists,2023-05-16,213533,0,0.225,0.906,0.214,0.0,0.109,-12.011,0.028,86.234,3
527,This I Promise You - Radio Edit,Greatest Hits,*NSYNC,2005-10-25,266293,32,0.548,0.298,0.563,0.0,0.122,-7.019,0.0317,165.997,4
528,Under My Tree,All I Want for Christmas Is You: Holiday Songs,Various Artists,2023-05-16,272600,0,0.531,0.00854,0.568,0.0,0.194,-5.009,0.026,154.0,3
529,Crazy For You,'N Sync,*NSYNC,1997-05-26,221666,38,0.733,0.00184,0.876,2.06e-05,0.321,-5.755,0.0326,115.901,4
530,Trashin' The Camp,Tarzan (Original Motion Picture Soundtrack),Various Artists,1999-05-18,142080,49,0.797,0.352,0.558,0.0,0.24,-10.449,0.292,99.033,4
531,It's Gonna Be Me,Greatest Hits,*NSYNC,2005-10-25,191280,33,0.646,0.0502,0.87,0.0,0.0485,-4.702,0.0794,165.102,4
532,Thinking Of You (I Drive Myself Crazy) - Remix,'N Sync UK Version,*NSYNC,1997,240733,54,0.562,0.0433,0.718,0.0,0.174,-6.551,0.0269,86.964,4
533,Chances,Chances,Backstreet Boys,2018-11-09,172626,52,0.552,0.0178,0.755,0.0,0.466,-6.255,0.0679,109.806,4
534,I Believe in You,My Name Is Joe,Joe,2000-04-18,297000,52,0.484,0.176,0.525,0.0,0.36,-5.99,0.0415,59.957,4
535,*Nsync Medley,I (Heart) Boy Bands,Anthem Lights,2017-01-06,164021,22,0.39,0.689,0.344,0.0,0.161,-6.55,0.028,169.95,4
536,Don't Wanna Lose You Now,Millennium,Backstreet Boys,1999-05-18,235200,56,0.661,0.365,0.548,0.0,0.111,-8.433,0.0234,93.0,4
537,N'SYNC,N'SYNC,LAZR,2023-03-17,171620,23,0.726,0.228,0.704,1.38e-05,0.102,-8.32,0.286,178.962,4
538,God Must Have Spent a Little More Time on You (feat. *NSYNC),The Essential *NSYNC,*NSYNC,2014-07-29,278440,40,0.608,0.114,0.507,0.0,0.103,-8.294,0.0243,84.924,4
539,NSYNC,"Raw & Uncut: 4 The Fans, Vol. 2",CashOutJony,2021-06-10,124081,2,0.621,0.37,0.297,0.153,0.355,-16.963,0.0711,80.01,4
540,Nsync,Nsync,Donny Apollo,2023-05-19,146135,11,0.59,0.00251,0.685,0.000188,0.371,-10.932,0.371,199.925,4
541,NSYNC,NSYNC,Cosa Ky,2022-02-17,213472,1,0.615,0.0201,0.452,0.0,0.071,-11.825,0.07,73.016,4
542,Music of My Heart (feat. *NSYNC),Greatest Hits,*NSYNC,2005-10-25,271160,40,0.375,0.4,0.556,0.0,0.0956,-7.196,0.041,111.827,4
543,NSYNC,Life is a stage,Ego Death,2022-04-12,158119,0,0.81,0.176,0.495,0.00158,0.125,-8.21,0.13,82.029,4
544,Nsync,Loverz & Friendz,Ace Ducati,2023-05-26,227321,0,0.643,0.0121,0.409,0.0,0.057,-11.561,0.0864,74.978,4
545,NSYNC,NSYNC,DMonkz,2023-03-09,113706,0,0.647,0.29,0.798,0.00588,0.38,-11.025,0.163,75.974,4
546,"Merry Christmas, Happy Holidays",Top Christmas Songs,Various Artists,2023-05-16,252844,0,0.647,0.0751,0.86,0.0,0.888,-8.199,0.0419,105.016,4
547,NSYNC,Life After They Set Me Up: The Lock In,Clouderall,2023-05-05,173871,0,0.849,0.147,0.298,0.00161,0.0991,-14.808,0.173,155.989,4
548,"Merry Christmas, Happy Holidays",Holiday Hits 2023,Various Artists,2023-05-16,252844,0,0.647,0.0751,0.86,0.0,0.888,-8.199,0.0419,105.016,4
549,NSYNC,NSYNC,Mainy D,2022-02-01,248946,0,0.84,0.00102,0.476,0.0,0.0564,-10.718,0.316,102.012,4
550,Work from Home (feat. Ty Dolla $ign),7/27 (Deluxe),Fifth Harmony,2016-05-27,214480,78,0.803,0.103,0.585,3.94e-06,0.0644,-5.861,0.0432,105.017,4
551,Worth It (feat. Kid Ink),Reflection (Deluxe),Fifth Harmony,2015-01-30,224573,75,0.884,0.063,0.765,7.04e-06,0.118,-3.865,0.0882,99.987,4
552,That's My Girl,7/27 (Deluxe),Fifth Harmony,2016-05-27,204013,75,0.596,0.0358,0.851,3.19e-05,0.365,-4.245,0.121,202.049,4
553,BO$$,Reflection (Deluxe),Fifth Harmony,2015-01-30,171413,63,0.813,0.00621,0.872,0.0,0.0498,-5.224,0.107,103.016,4
554,Down (feat. Gucci Mane),Fifth Harmony,Fifth Harmony,2017-10-29,165200,58,0.53,0.0162,0.512,7.04e-05,0.128,-7.094,0.133,196.121,4
555,Sledgehammer,Reflection (Deluxe),Fifth Harmony,2015-01-30,230906,63,0.671,0.0057,0.777,0.0011,0.0783,-4.322,0.046,99.98,4
556,I'm In Love With a Monster,I'm In Love With a Monster,Fifth Harmony,2015-08-14,211932,67,0.666,0.0597,0.812,0.0,0.0603,-4.07,0.0647,145.059,4
557,All In My Head (Flex) (feat. Fetty Wap),7/27 (Deluxe),Fifth Harmony,2016-05-27,210573,63,0.689,0.023,0.791,0.0,0.0526,-5.194,0.053,95.04,4
558,Miss Movin' On,Miss Movin' On,Fifth Harmony,2013-07-16,193733,61,0.466,0.0332,0.842,9.12e-06,0.349,-2.937,0.0513,75.0,4
559,Worth It,Worth It,Fifth Harmony,2015,185256,67,0.858,0.0478,0.78,5.72e-05,0.133,-3.739,0.0738,99.984,4
560,Reflection,Reflection (Deluxe),Fifth Harmony,2015-01-30,188560,53,0.722,0.5,0.614,0.0,0.0422,-4.519,0.191,150.288,4
561,Don't Say You Love Me,Fifth Harmony,Fifth Harmony,2017-10-29,193066,56,0.585,0.497,0.633,0.0,0.145,-4.944,0.1,101.707,4
562,Like Mariah (feat. Tyga),Reflection (Deluxe),Fifth Harmony,2015-01-30,208186,48,0.735,0.112,0.77,0.0,0.129,-4.851,0.143,97.981,4
563,Miss Movin' On,Better Together,Fifth Harmony,2013-10-18,194253,46,0.464,0.0297,0.845,6.4e-06,0.302,-2.927,0.0508,75.029,4
564,Mirrors,"Cover Sessions, Vol. 3",Boyce Avenue,2015-04-28,292566,56,0.545,0.496,0.658,0.0,0.105,-7.174,0.0474,76.971,4
565,Sin Contrato (feat. Fifth Harmony),Sin Contrato (feat. Fifth Harmony),Maluma,2015-11-20,181269,58,0.782,0.144,0.791,0.0,0.169,-6.038,0.102,96.022,4
566,Fifth Harmony - 432hz Remastered,Landscapes (432hz Remastered Collection),Acoustic Spark,2020-06-12,192619,22,0.473,0.921,0.127,0.677,0.0769,-15.194,0.0371,122.734,5
567,He Like That,Fifth Harmony,Fifth Harmony,2017-10-29,217106,53,0.592,0.362,0.681,0.0,0.142,-5.597,0.141,147.016,4
568,Fifth Harmony - 432hz Remastered,The Secret of Gaia (Rebalance Your Life with Universal Energy),Various Artists,2021-03-23,192619,23,0.473,0.921,0.127,0.677,0.0769,-15.194,0.0371,122.734,5
569,Brave Honest Beautiful (feat. Meghan Trainor),Reflection (Deluxe),Fifth Harmony,2015-01-30,208293,52,0.511,0.147,0.872,0.0,0.357,-3.588,0.145,99.314,4
570,Write On Me,7/27 (Deluxe),Fifth Harmony,2016-05-27,219560,52,0.441,0.359,0.692,1.94e-06,0.161,-5.427,0.128,189.879,4
571,Who Are You,Better Together,Fifth Harmony,2013-10-18,236613,45,0.63,0.886,0.295,0.0,0.131,-7.26,0.029,123.152,4
572,The Life,7/27 (Deluxe),Fifth Harmony,2016-05-27,200893,48,0.739,0.171,0.762,0.0,0.107,-5.633,0.0486,104.0,4
573,Going Nowhere,Reflection (Deluxe),Fifth Harmony,2015-01-30,214173,43,0.615,0.127,0.861,6.74e-05,0.602,-2.203,0.106,165.914,4
574,Angel,Fifth Harmony,Fifth Harmony,2017-10-29,189440,51,0.738,0.00339,0.525,0.0,0.351,-6.298,0.0371,124.008,4
575,Top Down,Reflection (Deluxe),Fifth Harmony,2015-01-30,220320,42,0.831,0.244,0.677,1.34e-06,0.0443,-4.363,0.0429,101.025,4
576,Por Favor - Spanglish Version,Fifth Harmony,Fifth Harmony,2017-10-29,198911,48,0.759,0.188,0.76,2.1e-06,0.0607,-5.427,0.0706,98.029,4
577,Everlasting Love,Reflection (Deluxe),Fifth Harmony,2015-01-30,184506,41,0.574,0.126,0.653,4.49e-06,0.0607,-4.678,0.129,94.886,4
578,Who Are You - Acoustic,Better Together - Acoustic,Fifth Harmony,2013-11-15,233240,40,0.63,0.78,0.292,0.0,0.165,-6.974,0.0305,122.962,4
579,Dope,7/27 (Deluxe),Fifth Harmony,2016-05-27,212626,44,0.719,0.13,0.519,0.0,0.0833,-6.545,0.0494,90.995,4
580,No Way,7/27 (Deluxe),Fifth Harmony,2016-05-27,177266,49,0.544,0.184,0.872,0.000121,0.109,-6.119,0.314,89.543,4
581,Them Girls Be Like,Reflection (Deluxe),Fifth Harmony,2015-01-30,162626,40,0.804,0.317,0.742,0.0,0.341,-3.894,0.0284,95.019,4
582,When I Was Your Man,"Cover Sessions, Vol. 3",Boyce Avenue,2015-04-28,218472,51,0.403,0.906,0.237,0.0,0.111,-10.001,0.0391,144.174,4
583,Suga Mama,Reflection (Deluxe),Fifth Harmony,2015-01-30,219133,39,0.728,0.0768,0.855,0.0,0.07,-6.806,0.379,160.037,4
584,Fifth Harmony,Reflections,Acoustic Spark,2017-09-30,328619,20,0.468,0.911,0.0966,0.403,0.0704,-17.385,0.0384,108.474,5
585,Work from Home (feat. Ty Dolla $ign),7/27 (Deluxe),Fifth Harmony,2016-05-27,214480,24,0.803,0.103,0.585,3.94e-06,0.0644,-5.861,0.0432,105.017,4
586,Lonely Night,Fifth Harmony,Fifth Harmony,2017-10-29,205306,43,0.569,0.049,0.452,0.0,0.142,-6.392,0.0703,125.083,5
587,This is How We Roll,Reflection (Deluxe),Fifth Harmony,2015-01-30,272160,42,0.711,0.0726,0.537,0.0,0.286,-5.806,0.0571,127.924,4
588,Better Together,Better Together,Fifth Harmony,2013-10-18,194093,42,0.605,0.0496,0.747,0.0,0.104,-3.904,0.214,179.999,4
589,Miss Movin' On - Acoustic,Better Together - Acoustic,Fifth Harmony,2013-11-15,194506,34,0.603,0.211,0.453,0.0,0.235,-5.669,0.0299,75.025,4
590,Me & My Girls,Better Together,Fifth Harmony,2013-10-21,204013,42,0.567,0.0188,0.85,0.0,0.126,-3.43,0.118,134.94,4
591,Don't Wanna Dance Alone,Better Together,Fifth Harmony,2013-10-18,230173,39,0.777,0.0367,0.789,2.46e-05,0.0599,-3.574,0.0563,119.017,4
592,Work from Home (feat. Ty Dolla $ign),Post-Party Workout,Various Artists,2016-12-30,214480,35,0.803,0.103,0.585,3.94e-06,0.0644,-5.861,0.0432,105.017,4
593,I Lied,7/27 (Deluxe),Fifth Harmony,2016-05-27,203586,43,0.674,0.0774,0.778,0.0,0.308,-4.961,0.179,118.039,4
594,That's My Girl,7/27 (Deluxe),Fifth Harmony,2016-05-27,204013,26,0.596,0.0358,0.851,3.19e-05,0.365,-4.245,0.121,202.049,4
595,Smoke On The Water,Smoke On The Water,The FifthGuys,2022-10-07,151000,50,0.689,0.0055,0.854,0.000286,0.289,-6.325,0.042,119.983,4
596,Tú Eres Lo Que Yo Quiero - Better Together,Juntos,Fifth Harmony,2013-11-08,196640,36,0.416,0.0332,0.725,0.0,0.127,-4.437,0.135,179.888,4
597,Scared of Happy,7/27 (Deluxe),Fifth Harmony,2016-05-27,203533,43,0.714,0.177,0.837,2.09e-05,0.114,-3.252,0.0398,112.009,4
598,The Fifth Hand,Luhya,Parra for Cuva,2015-09-28,400320,41,0.767,0.452,0.251,0.871,0.101,-15.569,0.0499,125.008,4
599,We Know,Reflection (Deluxe),Fifth Harmony,2015-01-30,177173,41,0.425,0.586,0.336,0.0,0.0729,-7.606,0.0542,83.926,4
600,Shout Out to My Ex,Glory Days (Expanded Edition),Little Mix,2016-11-18,246240,76,0.773,0.0242,0.747,8.99e-06,0.109,-4.061,0.0885,126.014,4
601,Power,Glory Days (Expanded Edition),Little Mix,2016-11-18,247840,75,0.566,0.0372,0.855,0.000157,0.181,-4.016,0.211,172.966,4
602,Black Magic,Get Weird (Expanded Edition),Little Mix,2015-11-06,211786,76,0.776,0.0343,0.875,0.0,0.314,-5.535,0.0575,111.988,4
603,Salute,Salute (Expanded Edition),Little Mix,2013-11-11,236013,65,0.641,0.0981,0.732,0.0,0.285,-5.325,0.0509,82.027,4
604,Wings,DNA (Expanded Edition),Little Mix,2012-11-19,221720,68,0.742,0.000758,0.878,8.88e-05,0.286,-3.127,0.128,114.965,4
605,Love Me or Leave Me,Get Weird (Expanded Edition),Little Mix,2015-11-06,206493,70,0.437,0.566,0.351,0.0,0.0888,-6.823,0.0313,68.659,4
606,Secret Love Song (feat. Jason Derulo),Get Weird (Expanded Edition),Little Mix,2015-11-06,249810,77,0.529,0.215,0.614,0.0,0.277,-5.032,0.0479,92.972,4
607,Love Me Like You,Get Weird (Expanded Edition),Little Mix,2015-11-06,197786,71,0.783,0.211,0.63,0.0,0.3,-4.985,0.044,106.053,4
608,Bounce Back,Confetti (Expanded Edition),Little Mix,2020-12-11,160551,56,0.781,0.0263,0.854,0.000211,0.344,-4.118,0.0745,103.021,4
609,Woman Like Me (feat. Nicki Minaj),LM5 (Deluxe),Little Mix,2018-11-16,229720,68,0.754,0.177,0.854,0.0,0.0808,-3.449,0.0608,75.002,4
610,DNA,DNA (Expanded Edition),Little Mix,2012-11-19,238733,56,0.535,0.0336,0.711,3.35e-05,0.0722,-4.898,0.0541,140.928,4
611,Touch,Glory Days (Expanded Edition),Little Mix,2016-11-18,213306,68,0.606,0.032,0.718,0.0,0.402,-4.094,0.0978,101.821,4
612,Move,Salute (Expanded Edition),Little Mix,2013-11-11,224333,58,0.85,0.00441,0.741,3.16e-06,0.549,-4.572,0.092,121.17,4
613,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),Galantis,2021-05-20,183725,78,0.595,0.216,0.784,0.0,0.0608,-4.878,0.102,124.111,4
614,Hair,Get Weird (Expanded Edition),Little Mix,2015-11-06,209279,62,0.692,0.00921,0.813,2.74e-05,0.653,-5.401,0.0413,153.971,4
615,Wasabi,LM5 (Deluxe),Little Mix,2018-11-16,154786,66,0.847,0.00451,0.656,0.000854,0.143,-4.976,0.115,114.001,4
616,Reggaetón Lento (Remix),Glory Days (Expanded Edition),Little Mix,2016-11-18,188786,54,0.624,0.158,0.909,0.0,0.0972,-3.079,0.0745,93.982,4
617,Sweet Melody,Confetti,Little Mix,2020-11-06,213693,68,0.448,0.0739,0.824,0.0,0.113,-4.249,0.057,119.965,4
618,Love Me Like You,Christmas Hits,Various Artists,2023-05-16,197746,3,0.784,0.175,0.576,0.0,0.184,-6.63,0.0421,106.059,4
619,"Secret Love Song, Pt. II",Get Weird (Expanded Edition),Little Mix,2015-11-06,266925,67,0.558,0.754,0.361,0.0,0.0926,-8.346,0.0328,95.161,4
620,Love Me Like You,Top Christmas Songs,Various Artists,2023-05-16,197746,1,0.784,0.175,0.576,0.0,0.184,-6.63,0.0421,106.059,4
621,Confetti (feat. Saweetie),Between Us (The Mixers Edition),Little Mix,2021-11-11,185374,61,0.733,0.178,0.643,0.0,0.0609,-6.45,0.053,107.088,4
622,Kiss My (Uh Oh),Therapy,Anne-Marie,2021-07-23,176800,68,0.638,0.0151,0.878,0.000223,0.308,-3.639,0.0484,103.948,4
623,Black Magic - Acoustic,Get Weird - Rarities & Remixes,Little Mix,2015-11-06,208228,39,0.704,0.812,0.678,0.0,0.101,-4.905,0.153,114.381,4
624,Strip (feat. Sharaya J),LM5 (Deluxe),Little Mix,2018-11-16,199213,54,0.677,0.0729,0.542,0.0,0.213,-7.01,0.341,123.751,4
625,Little Me,Salute (Expanded Edition),Little Mix,2013-11-11,235360,59,0.371,0.206,0.795,0.0,0.181,-5.092,0.0785,79.837,4
626,No More Sad Songs (feat. Machine Gun Kelly),Glory Days (Expanded Edition),Little Mix,2016-11-18,225200,64,0.709,0.0782,0.778,8.3e-06,0.306,-3.533,0.046,102.022,4
627,Reggaetón Lento (Remix),CNCO,CNCO,2018-04-06,188800,67,0.534,0.15,0.911,0.0,0.0986,-3.086,0.0852,93.767,4
628,Confetti,Confetti,Little Mix,2020-11-06,167440,58,0.75,0.128,0.527,0.0,0.0721,-6.631,0.0458,107.075,4
629,Power (feat. Stormzy),Glory Days (Expanded Edition),Little Mix,2016-11-18,242293,63,0.586,0.0345,0.865,5.7e-06,0.165,-4.092,0.319,172.912,4
630,Woman Like Me (feat. Nicki Minaj),Woman Like Me (feat. Nicki Minaj),Little Mix,2018-10-12,228206,60,0.757,0.173,0.849,0.0,0.0878,-3.424,0.0536,150.036,4
631,Little Mix,Little Mix,T Scam,2021-11-21,213333,33,0.643,0.133,0.757,0.0,0.177,-6.465,0.304,143.781,4
632,No,Between Us (Deluxe Version),Little Mix,2021-11-12,183021,58,0.793,0.165,0.842,0.0,0.107,-3.563,0.0804,120.008,4
633,Hair (feat. Sean Paul),Get Weird (Expanded Edition),Little Mix,2015-11-06,235127,61,0.713,0.00628,0.801,1.5e-06,0.825,-5.781,0.0483,153.984,4
634,Touch (feat. Kid Ink),Glory Days (Expanded Edition),Little Mix,2016-11-18,202946,53,0.641,0.0448,0.752,0.0,0.494,-3.929,0.109,101.797,4
635,Black Magic - Cahill Remix,Get Weird - Rarities & Remixes,Little Mix,2015-11-06,198909,58,0.713,0.027,0.898,0.0,0.397,-4.931,0.0744,125.974,4
636,Oops (feat. Charlie Puth),Glory Days (Expanded Edition),Little Mix,2016-11-18,204760,61,0.831,0.424,0.657,0.0,0.132,-4.161,0.0482,105.0,4
637,Rendezvous,Confetti,Little Mix,2020-11-06,176280,45,0.688,0.0324,0.841,0.0,0.106,-4.503,0.0463,130.041,4
638,Break Up Song,Confetti,Little Mix,2020-11-06,200293,59,0.631,0.00388,0.75,0.0,0.286,-5.416,0.0394,90.019,4
639,Happiness,Confetti,Little Mix,2020-11-06,197640,53,0.642,0.0484,0.77,2.7e-06,0.0934,-6.289,0.0377,125.932,4
640,Holiday,Confetti,Little Mix,2020-11-06,213600,58,0.691,0.0875,0.68,0.0,0.0618,-6.007,0.185,106.106,4
641,AIN'T GONNA ANSWER,Running - Hip Hop Mix - You Can Do This!,Various Artists,2023-05-26,187453,0,0.879,0.0808,0.875,0.0,0.327,-1.868,0.18,95.021,4
642,Trash,Between Us (Deluxe Version),Little Mix,2021-11-12,173249,49,0.617,0.135,0.761,0.0,0.263,-5.392,0.0591,160.08,4
643,Only You,Only You,Cheat Codes,2018-06-22,189401,48,0.607,0.0829,0.74,0.0,0.105,-4.793,0.172,108.05,4
644,Grown,Get Weird (Expanded Edition),Little Mix,2015-11-06,156618,50,0.596,0.111,0.732,3.52e-05,0.296,-5.104,0.0546,86.882,4
645,Tucked In Tight,Tucked In Tight,Little Mishka,2023-04-28,101400,58,0.515,0.993,0.169,0.949,0.105,-24.41,0.069,74.934,3
646,Motivate,LM5 (Deluxe),Little Mix,2018-11-16,201720,48,0.652,0.179,0.79,2.06e-06,0.0595,-5.122,0.0675,145.992,4
647,Little Man (Tycho Remix) - Mixed,Back To Mine: Tycho (DJ Mix),Tycho,2022-09-30,169691,46,0.598,0.0924,0.604,0.182,0.148,-9.523,0.184,187.261,4
648,Think About Us (feat. Ty Dolla $ign),Between Us (The Mixers Edition),Little Mix,2021-11-11,234946,53,0.512,0.0845,0.795,0.0,0.102,-3.714,0.146,175.989,4
649,Good Enough,Salute (Expanded Edition),Little Mix,2013-11-11,232240,51,0.519,0.739,0.376,0.0,0.105,-7.78,0.0319,78.709,4
650,Typa Girl,BORN PINK,BLACKPINK,2022-09-16,179172,79,0.915,0.0745,0.621,0.0,0.628,-6.519,0.1,131.984,4
651,DDU-DU DDU-DU,SQUARE UP,BLACKPINK,2018-06-15,211350,76,0.668,0.036,0.828,0.0,0.0932,-5.034,0.0739,140.042,4
652,BOOMBAYAH,SQUARE ONE,BLACKPINK,2016-08-08,240793,79,0.661,0.00268,0.836,0.0,0.497,-3.164,0.059,124.952,4
653,How You Like That,THE ALBUM,BLACKPINK,2020-10-02,182956,79,0.812,0.0465,0.761,0.000135,0.0601,-5.222,0.0812,130.032,4
654,Pink Venom,BORN PINK,BLACKPINK,2022-09-15,186964,78,0.693,0.0145,0.734,0.0,0.217,-6.189,0.202,180.06,4
655,Shut Down,BORN PINK,BLACKPINK,2022-09-16,175889,78,0.82,0.00412,0.686,0.0,0.184,-5.102,0.038,110.058,3
656,Shut Down,BORN PINK,BLACKPINK,2022-09-15,175889,78,0.818,0.00327,0.69,0.0,0.186,-5.119,0.0454,110.071,3
657,Pink Venom,Pink Venom,BLACKPINK,2022-08-19,186964,75,0.798,0.0202,0.697,0.0,0.259,-7.139,0.0891,90.031,4
658,Kill This Love,KILL THIS LOVE,BLACKPINK,2019-04-05,191050,78,0.763,0.323,0.835,0.00221,0.225,-5.234,0.191,131.875,4
659,Tally,BORN PINK,BLACKPINK,2022-09-16,184248,75,0.688,0.00777,0.637,0.0,0.13,-4.85,0.031,129.902,4
660,As If It's Your Last,As If It's Your Last,BLACKPINK,2017-06-22,213264,80,0.786,0.0687,0.852,0.0,0.0759,-2.687,0.0813,125.036,4
661,MONEY,LALISA,LISA,2021-09-10,168227,81,0.831,0.161,0.554,6.12e-05,0.152,-9.998,0.218,140.026,4
662,Lovesick Girls,THE ALBUM,BLACKPINK,2020-10-02,194765,75,0.654,0.00559,0.707,0.0,0.0873,-5.661,0.0664,127.97,4
663,FLOWER,ME,JISOO,2023-03-31,173134,86,0.841,0.0236,0.384,2.28e-06,0.0735,-7.684,0.0351,123.961,4
664,Shoong! (feat. LISA of BLACKPINK),Down to Earth,TAEYANG,2023-04-25,205101,79,0.763,0.00789,0.699,0.0,0.409,-6.118,0.0554,110.01,4
665,Pretty Savage,THE ALBUM,BLACKPINK,2020-10-02,201122,76,0.701,0.00886,0.556,0.000122,0.106,-7.42,0.0414,152.045,4
666,WHISTLE,SQUARE ONE,BLACKPINK,2016-08-08,211631,78,0.818,0.00561,0.723,0.0,0.0866,-4.82,0.114,102.945,4
667,Ice Cream (with Selena Gomez),Ice Cream (with Selena Gomez),BLACKPINK,2020-08-28,175813,67,0.79,0.0342,0.729,9.31e-05,0.0411,-3.843,0.334,159.989,4
668,Hard to Love,BORN PINK,BLACKPINK,2022-09-16,162569,75,0.654,0.00616,0.768,0.0,0.202,-5.007,0.0431,104.97,4
669,Pink Venom,BORN PINK,BLACKPINK,2022-09-16,186964,67,0.688,0.017,0.741,0.0,0.217,-6.22,0.145,180.169,4
670,SOLO,SOLO,JENNIE,2018-11-12,169566,75,0.751,0.0861,0.642,0.0,0.0953,-5.165,0.087,95.045,4
671,PLAYING WITH FIRE,SQUARE TWO,BLACKPINK,2016-11-01,197288,78,0.706,0.0392,0.756,0.0,0.18,-4.405,0.0845,97.098,4
672,STAY,SQUARE TWO,BLACKPINK,2016-11-01,230322,75,0.63,0.551,0.432,5.84e-06,0.0962,-6.721,0.0357,87.959,4
673,Crazy Over You,THE ALBUM,BLACKPINK,2020-10-02,163945,70,0.804,0.0371,0.633,0.000119,0.102,-6.186,0.0612,115.002,4
674,Black Pink Love,Black Pink Love,Gurdeep Oneil,2022-03-05,146782,34,0.62,0.363,0.0796,0.802,0.27,-25.387,0.032,94.98,4
675,Kiss and Make Up,Dua Lipa (Complete Edition),Dua Lipa,2018-10-19,189173,76,0.678,0.0658,0.729,0.0,0.303,-4.188,0.137,99.895,4
676,Forever Young,SQUARE UP,BLACKPINK,2018-06-15,239100,71,0.605,0.0414,0.949,0.0,0.0746,-2.907,0.0886,110.01,4
677,Ice Cream (with Selena Gomez),THE ALBUM,BLACKPINK,2020-10-02,177813,70,0.79,0.0317,0.701,8.06e-05,0.0311,-4.81,0.365,159.972,4
678,Sour Candy (with BLACKPINK),Sour Candy (with BLACKPINK),Lady Gaga,2020-05-28,157706,71,0.752,0.0604,0.87,1.12e-05,0.489,-3.812,0.0623,120.006,4
679,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,2021-10-22,225600,78,0.8,0.00406,0.837,0.00313,0.0904,-2.807,0.0491,100.015,4
680,"SO HOT - THEBLACKLABEL REMIX BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""","BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",BLACKPINK,2019-03-13,144166,65,0.783,0.0588,0.809,1e-05,0.515,-10.0,0.221,140.025,4
681,Don't Know What To Do,KILL THIS LOVE,BLACKPINK,2019-04-05,201081,70,0.628,0.0992,0.64,0.0,0.138,-4.164,0.0491,129.815,4
682,Black (Feat. JENNIE of BLACKPINK),COUP D'ETAT (Korean Version),G-DRAGON,2013-09-05,203772,61,0.494,0.314,0.651,0.0,0.249,-7.971,0.378,89.587,4
683,Ready For Love,BORN PINK,BLACKPINK,2022-09-15,184677,66,0.676,0.0143,0.702,0.0,0.103,-5.446,0.118,107.931,4
684,Really,SQUARE UP,BLACKPINK,2018-06-15,197789,65,0.696,0.0235,0.881,0.0,0.277,-2.082,0.104,142.019,4
685,"Kiss and Make Up - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""","BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",BLACKPINK,2019-03-13,190500,60,0.65,0.13,0.697,0.0,0.862,-9.582,0.272,99.771,4
